record_id,source_dataset,field,matched_categories,matched_spans
phmsa_hazmat_incidents__219921,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__219990,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220005,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'TRAPPED'
phmsa_hazmat_incidents__220038,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__220062,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220087,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220178,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__220181,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__220190,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220192,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220206,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220433,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220553,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220672,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220687,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220690,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220884,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__220889,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220901,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220904,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220905,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__220923,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'ROLL OVER'
phmsa_hazmat_incidents__221102,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221251,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221263,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221267,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221283,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221288,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|vehicle_collision,'FIRE'|'SPILL'|'VEHICLE STRUCK'
phmsa_hazmat_incidents__221304,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221479,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'CAUGHT IN'
phmsa_hazmat_incidents__221497,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__221499,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'TRAPPED'
phmsa_hazmat_incidents__221517,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__221539,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221565,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221574,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__221596,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221687,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221717,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221718,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221775,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__221793,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221858,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|vehicle_collision,'FIRE'|'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__221867,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__221902,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221907,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221912,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__221935,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__222033,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222096,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222112,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__222177,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__222219,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222222,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222224,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222239,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation|chemical_exposure_or_burn,'FIRE'|'ENGULFED'|'SPILL'
phmsa_hazmat_incidents__222637,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222643,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222646,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222651,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222652,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__222654,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222658,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222682,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222714,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222788,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__222868,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'ROLL OVER'
phmsa_hazmat_incidents__222907,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__222960,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__222995,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__223001,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223015,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223019,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'HIT BY'|'SPILL'
phmsa_hazmat_incidents__223038,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'COLLISION'
phmsa_hazmat_incidents__223056,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__223059,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223071,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223104,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223117,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223145,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223156,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223159,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223204,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223209,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223210,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223257,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223269,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__223382,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__223391,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223533,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223577,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223585,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223587,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223833,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223834,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223910,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__223928,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__223994,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224002,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224005,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224010,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224014,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224023,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224032,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'CORROSIVE'
phmsa_hazmat_incidents__224060,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__224133,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'ROLL OVER'
phmsa_hazmat_incidents__224360,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224427,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'RUN OVER'
phmsa_hazmat_incidents__224446,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'CRUSHED'
phmsa_hazmat_incidents__224447,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'CRUSHED'
phmsa_hazmat_incidents__224455,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224456,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224463,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224497,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224515,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'TRAPPED'
phmsa_hazmat_incidents__224529,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__224684,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224709,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__224723,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224724,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224732,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__224758,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225188,phmsa_hazmat_incidents,potential_consequence,fatality_or_life_threatening_injury|chemical_exposure_or_burn,'FATAL'|'CORROSIVE'
phmsa_hazmat_incidents__225191,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|crush_or_entrapment,'FIRE'|'SPILL'|'CAUGHT IN'
phmsa_hazmat_incidents__225210,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'COLLISION'
phmsa_hazmat_incidents__225273,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225306,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'HAZARDOUS SUBSTANCE'|'CRUSHED'
phmsa_hazmat_incidents__225347,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225349,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225369,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__225392,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225396,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225447,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225454,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__225490,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225499,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'PINCHED'
phmsa_hazmat_incidents__225562,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225564,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225568,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225582,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'COLLISION'
phmsa_hazmat_incidents__225595,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225634,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225674,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225685,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225745,phmsa_hazmat_incidents,potential_consequence,fatality_or_life_threatening_injury|chemical_exposure_or_burn,'FATAL'|'SPILL'
phmsa_hazmat_incidents__225771,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__225801,phmsa_hazmat_incidents,potential_consequence,electrocution_or_electrical_shock|chemical_exposure_or_burn,'SHOCK'|'SPILL'
phmsa_hazmat_incidents__225813,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__225831,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__225838,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225843,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225848,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__225997,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226007,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226015,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'RUN OVER'
phmsa_hazmat_incidents__226023,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226065,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226231,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226290,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226294,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226400,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226401,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226404,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLL OVER'
phmsa_hazmat_incidents__226474,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|struck_by_object|vehicle_collision,'FIRE'|'STRUCK BY'|'COLLISION'
phmsa_hazmat_incidents__226475,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226481,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|struck_by_object,'FIRE'|'STRUCK BY'
phmsa_hazmat_incidents__226482,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|struck_by_object,'FIRE'|'STRUCK BY'
phmsa_hazmat_incidents__226483,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|struck_by_object,'FIRE'|'STRUCK BY'
phmsa_hazmat_incidents__226522,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226523,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'RUN OVER'
phmsa_hazmat_incidents__226525,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226564,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'VEHICLE COLLISION'
phmsa_hazmat_incidents__226596,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226608,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226621,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__226630,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226639,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'COLLISION'
phmsa_hazmat_incidents__226644,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226658,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|crush_or_entrapment,'FIRE'|'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__226666,phmsa_hazmat_incidents,potential_consequence,electrocution_or_electrical_shock|chemical_exposure_or_burn,'SHOCK'|'SPILL'
phmsa_hazmat_incidents__226676,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__226698,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
